arm,seed,n_completed,n_edge,n_cloud,edge_revenue,edge_true_cost,edge_profit,edge_margin_pct,n_edge_loss_making,cloud_revenue,cloud_true_cost,cloud_profit,total_revenue,total_user_spend,edge_mean_a_buyer,edge_mean_surplus,edge_surplus_pct_of_valuation,cloud_mean_a_buyer,cloud_mean_surplus,cloud_surplus_pct_of_valuation,n_ir_violations,n_tasks_cap
B2_DDPS,15,95175,83699,11476,0.030295731432889203,0.45946612183300656,-0.42917039040011734,-1416.603495283853,83699,30545.55848446667,20363.705656311115,10181.852828155555,30545.588780198104,30545.588780198104,5.201521962088997,5.201521600128503,99.99999304125798,5.590715568157334,2.9290252157290784,52.390882348079586,0,320000
B2_DDPS,16,94750,81578,13172,0.036731949491312324,0.4770410174535717,-0.4403090679622594,-1198.7086829311884,81578,35068.570592933334,23379.047061955556,11689.523530977778,35068.607324882825,35068.607324882825,5.239969445691019,5.239968995423183,99.99999140705225,5.74010352470291,3.077746206684892,53.6183048518134,0,320000
B2_DDPS,17,94856,83817,11039,0.02435024548834245,0.45760166558249377,-0.4332514200941513,-1779.248674521857,83817,29361.551824466667,19574.36788297778,9787.18394148889,29361.576174712154,29361.576174712154,5.221551467513233,5.221551176996447,99.99999443619797,5.671902675679631,3.012100897940101,53.105652021421164,0,320000
B2_DDPS,18,94964,84639,10325,0.040058880883661344,0.47527723841539093,-0.4352183575317296,-1086.446620402819,84639,26982.871777800003,17988.5811852,8994.290592600002,26982.911836680887,26982.911836680887,5.2337727479333065,5.23377227464226,99.99999095698134,5.448805377153484,2.835452178335082,52.0380520512618,0,320000
B2_DDPS,19,94964,83748,11216,0.026290403967757704,0.5311096249989549,-0.5048192210311971,-1920.1653259124605,83748,29833.554479466668,19889.036319644445,9944.518159822223,29833.580769870634,29833.580769870634,5.184361289934247,5.1843609760114795,99.99999394481306,5.681527391335015,3.0216170418818526,53.18318180583213,0,320000
B2_DDPS,20,95280,84179,11101,0.025915843614266465,0.5270180324154483,-0.5011021888011818,-1933.574674471832,84179,29545.55285946667,19697.035239644447,9848.517619822222,29545.57877531028,29545.57877531028,5.141115158303915,5.141114850438015,99.99999401169026,5.993483784341994,3.331962042204649,55.593076782979146,0,320000
B2_DDPS,21,94964,83749,11215,0.02936478084860565,0.4779113087024122,-0.44854652785380655,-1527.4982986127247,83749,29641.020063133335,19760.68004208889,9880.340021044445,29641.049427914186,29641.049427914186,5.204529590963585,5.204529240335149,99.99999326301389,5.98044267967968,3.3374627364667204,55.80628249822937,0,320000
B2_DDPS,22,95175,85679,9496,0.030062677498505542,0.47863310610710214,-0.4485704286085966,-1492.1173559171357,85679,25265.4221172,16843.6147448,8421.807372399999,25265.4521798775,25265.4521798775,5.2557737700044695,5.255773419128788,99.99999332399572,5.511014541994698,2.850376155600427,51.72144137672227,0,320000
B2_DDPS,23,95072,85889,9183,0.037378153711281635,0.5281602567897096,-0.49078210307842796,-1313.0185799688068,85889,24200.136125,16133.424083333335,8066.712041666666,24200.173503153714,24200.173503153714,5.262150807855203,5.262150372663808,99.99999172978103,5.543216413436234,2.907897223084497,52.45866309740367,0,320000
B2_DDPS,24,95175,79739,15436,0.02764015465729042,0.44443585721608553,-0.4167957025587951,-1507.9354935840067,79739,41105.40454993334,27403.60303328889,13701.801516644446,41105.432190087995,41105.432190087995,5.168410647296867,5.168410300664044,99.99999329324145,5.789431823947819,3.126474804646618,54.00313709048346,0,320000
